ad_id,ad_url,ad_type,regions,advertiser_id,advertiser_name,ad_campaigns_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,geo_targeting_included,geo_targeting_excluded,spend_range_min_usd,spend_range_max_usd,spend_range_min_eur,spend_range_max_eur,spend_range_min_inr,spend_range_max_inr,spend_range_min_bgn,spend_range_max_bgn,spend_range_min_hrk,spend_range_max_hrk,spend_range_min_czk,spend_range_max_czk,spend_range_min_dkk,spend_range_max_dkk,spend_range_min_huf,spend_range_max_huf,spend_range_min_pln,spend_range_max_pln,spend_range_min_ron,spend_range_max_ron,spend_range_min_sek,spend_range_max_sek,spend_range_min_gbp,spend_range_max_gbp,spend_range_min_nzd,spend_range_max_nzd
CR27324169620291584,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR27324169620291584,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-09-11,2020-10-05,23,≤ 10k,,2020-09-11 17:15:00 UTC,2020-10-05 11:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR399901381273583616,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR399901381273583616,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-09-11,15,≤ 10k,,2020-08-26 10:00:00 UTC,2020-09-11 09:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR497227951541059584,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR497227951541059584,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-10-04,25,≤ 10k,,2020-08-26 09:45:00 UTC,2020-10-05 05:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR508765814246080512,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR508765814246080512,Text,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-07-16,2020-07-16,1,≤ 10k,,2020-07-16 14:15:00 UTC,2020-07-16 14:15:00 UTC,Not targeted,Not targeted,"Louny, Zatec, Rakovnik, Podborany",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR317068126606852096,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR317068126606852096,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2021-06-21,2021-08-21,15,10k-100k,,2021-06-21 19:00:00 UTC,2021-08-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","Olomouc Region, Olomouc",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR411268682237345792,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR411268682237345792,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-28,2020-10-01,4,≤ 10k,,2020-09-28 20:15:00 UTC,2020-10-01 20:00:00 UTC,Not targeted,Not targeted,Kromeriz,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR248788969918038016,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR248788969918038016,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-01,2019-05-23,19,≤ 10k,,2019-05-01 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Prague,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR346275244249448448,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR346275244249448448,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-04-25,2019-05-23,23,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR411049673264988160,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR411049673264988160,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-04-25,2019-05-23,23,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR439066054174441472,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR439066054174441472,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-01,2019-05-22,4,≤ 10k,,2019-05-01 07:00:00 UTC,2019-05-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR552600525346963456,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR552600525346963456,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-22,2019-05-22,1,≤ 10k,,2019-05-22 07:00:00 UTC,2019-05-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR158221853540745216,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR158221853540745216,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-12-11,2020-12-11,1,≤ 10k,,2020-12-11 19:45:00 UTC,2020-12-12 06:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR173726067004014592,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR173726067004014592,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-11-10,2020-11-11,2,≤ 10k,,2020-11-10 20:00:00 UTC,2020-11-11 23:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR220374771957760000,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR220374771957760000,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-09-30,2020-10-01,2,≤ 10k,,2020-09-30 08:30:00 UTC,2020-10-01 22:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR329722955686739968,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR329722955686739968,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-05-30,2021-05-31,2,≤ 10k,,2021-05-30 09:30:00 UTC,2021-05-31 21:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR558281908086112256,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR558281908086112256,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-10-14,2020-10-15,2,≤ 10k,,2020-10-14 16:15:00 UTC,2020-10-15 21:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR566209936678191104,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR566209936678191104,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-11-02,2020-11-03,2,≤ 10k,,2020-11-02 10:15:00 UTC,2020-11-03 22:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR313258181377654784,https://transparencyreport.google.com/political-ads/library/advertiser/AR553497074000199680/creative/CR313258181377654784,Image,"CZ, EU",AR553497074000199680,"PULARY, s. r. o.",,2021-08-11,2021-08-17,7,≤ 10k,,2021-08-11 10:45:00 UTC,2021-08-17 07:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Ostrava,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR421239603433832448,https://transparencyreport.google.com/political-ads/library/advertiser/AR573194996610498560/creative/CR421239603433832448,Image,"CZ, EU",AR573194996610498560,Trikolóra hnutí občanů,,2020-09-13,2020-10-01,18,≤ 10k,,2020-09-14 06:45:00 UTC,2020-10-01 15:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Zlin Region,Slovakia,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR74458034079793152,https://transparencyreport.google.com/political-ads/library/advertiser/AR573194996610498560/creative/CR74458034079793152,Image,"CZ, EU",AR573194996610498560,Trikolóra hnutí občanů,,2020-09-15,2020-09-17,2,≤ 10k,,2020-09-15 17:15:00 UTC,2020-09-17 19:15:00 UTC,Not targeted,Not targeted,Zlin Region,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Usti nad Labem Region, Vysocina Region, Prague",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR194335038077140992,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR194335038077140992,Video,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-09-24,2020-09-24,1,≤ 10k,,2020-09-24 11:45:00 UTC,2020-09-24 11:45:00 UTC,Not targeted,Not targeted,"Slavkov u Brna, Vyskov, Drnovice, Nemcany, Bucovice,South Moravian Region,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR148227017966354432,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR148227017966354432,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-03,2020-10-04,2,≤ 10k,,2020-10-03 17:45:00 UTC,2020-10-04 17:00:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR268464661777612800,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR268464661777612800,Text,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-15,2020-09-16,2,≤ 10k,,2020-09-15 15:45:00 UTC,2020-09-16 10:00:00 UTC,Not targeted,Not targeted,Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR338761937699471360,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR338761937699471360,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-02,2020-09-29,28,≤ 10k,,2020-09-02 22:15:00 UTC,2020-09-29 10:45:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR503870651040268288,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR503870651040268288,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-03,2020-10-04,2,≤ 10k,,2020-10-03 17:00:00 UTC,2020-10-04 17:15:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR135893727318114304,https://transparencyreport.google.com/political-ads/library/advertiser/AR114793686864232448/creative/CR135893727318114304,Image,"CZ, EU",AR114793686864232448,Progresívne Slovensko,,2019-12-06,2019-12-06,1,≤ 10k,,2019-12-06 09:15:00 UTC,2019-12-06 09:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Slovakia,"Zilina,Zilina Region,Slovakia, Trencin,Trencin Region,Slovakia, Martin,Zilina Region,Slovakia, Banska Bystrica,Banska Bystrica Region,Slovakia, Poprad,Presov Region,Slovakia, Kosice,Kosice Region,Slovakia, Presov,Presov Region,Slovakia, Nitra,Nitra Region,Slovakia, Trnava,Trnava Region,Slovakia, Bratislava Region,Slovakia, Prievidza,Trencin Region,Slovakia, Zvolen,Banska Bystrica Region,Slovakia",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR267490082158542848,https://transparencyreport.google.com/political-ads/library/advertiser/AR129398568535457792/creative/CR267490082158542848,Video,"CZ, EU",AR129398568535457792,Tomáš Zdechovský,,2020-06-22,2020-06-30,8,≤ 10k,,2020-06-22 19:45:00 UTC,2020-06-30 21:15:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR497667343875309568,https://transparencyreport.google.com/political-ads/library/advertiser/AR183066280843018240/creative/CR497667343875309568,Video,"CZ, EU",AR183066280843018240,Severočeši.cz,,2020-07-23,2020-07-28,6,≤ 10k,,2020-07-23 15:15:00 UTC,2020-07-28 11:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age","Male, Female, Unknown gender",Most,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR296866215354171392,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR296866215354171392,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-08-21,17,≤ 10k,,2019-05-17 07:00:00 UTC,2019-08-21 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR499774489190465536,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR499774489190465536,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-04-28,2019-05-15,18,10k-100k,,2019-04-28 07:00:00 UTC,2019-05-15 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR501005942213574656,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR501005942213574656,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-05,2019-05-13,9,≤ 10k,,2019-05-05 07:00:00 UTC,2019-05-13 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR569545099042619392,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR569545099042619392,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-08-26,18,≤ 10k,,2019-05-17 07:00:00 UTC,2019-08-26 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR276177804565938176,https://transparencyreport.google.com/political-ads/library/advertiser/AR230482101315567616/creative/CR276177804565938176,Text,"CZ, EU",AR230482101315567616,ODS,,2019-05-17,2019-05-21,5,≤ 10k,,2019-05-17 07:00:00 UTC,2019-05-21 07:00:00 UTC,18-24,"Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR556275711682281472,https://transparencyreport.google.com/political-ads/library/advertiser/AR233353544650981376/creative/CR556275711682281472,Image,"CZ, EU",AR233353544650981376,RPSC ideas s.r.o.,,2020-07-18,2020-10-01,52,≤ 10k,,2020-07-18 16:00:00 UTC,2020-10-01 12:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Olomouc Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR121216965074223104,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR121216965074223104,Image,"CZ, EU",AR268709096956362752,TOP 09,,2020-09-03,2020-10-02,30,≤ 10k,,2020-09-03 07:30:00 UTC,2020-10-02 21:00:00 UTC,Not targeted,Not targeted,"Liberec Region, Ceska Lipa, Jablonec nad Nisou, Liberec",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR123769275159674880,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR123769275159674880,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-19,11,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR143073125930631168,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR143073125930631168,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-10,2019-05-18,3,≤ 10k,,2019-05-10 07:00:00 UTC,2019-05-18 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR143987919604940800,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR143987919604940800,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,8,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR160456404765769728,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR160456404765769728,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-13,2019-05-16,2,≤ 10k,,2019-05-13 07:00:00 UTC,2019-05-16 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR17516594620006400,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR17516594620006400,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-09,1,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR202687821754925056,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR202687821754925056,Text,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-05-22,36,≤ 10k,,2019-04-09 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR23516629572780032,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR23516629572780032,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-11,2019-05-19,3,≤ 10k,,2019-05-11 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
